Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par commune; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nb créations d'entreprises 2018;Nb entreprises 2018;Part étab. sans salarié dans les étab. actifs au 31/12 2015;Part étab. de 1 à 9 salariés dans les étab. actifs au 31/12 2015;Part étab. de 10 salariés ou plus dans les étab. actifs au 31/12 2015;Part postes de l'agriculture, sylviculture, pêche dans les étab. actifs au 31/12 2015;Part postes de l'industrie dans les étab. actifs au 31/12 2015;Part postes de la construction dans les étab. actifs au 31/12 2015;Part postes du commerce, transport et services marchands dans les étab. actifs au 31/12 2015;Part postes de l'admin. publique, enseignement, santé et action sociale dans les étab. actifs au 31/12 2015
01360;Saint-Jean-de-Gonville;11;73;79;14;7;0.5;7.2;31.7;23.6;37
01361;Saint-Jean-de-Niost;12;104;88.5;10.7;0.8;0;0.8;19.2;68;12
01362;Saint-Jean-de-Thurigneux;13;57;65.7;32.9;1.4;0;33.8;27;20.3;18.9
01363;Saint-Jean-le-Vieux;16;97;73.6;22.4;4;0.3;54.3;5.9;11.1;28.4
01364;Saint-Jean-sur-Reyssouze;2;32;81.9;16.7;1.4;7.8;64.9;2.6;2.6;22.1
01365;Saint-Jean-sur-Veyle;10;48;72;25.6;2.4;5.4;42.9;7.1;29.5;15.2
01366;Sainte-Julie;8;25;77.4;15.1;7.5;0;95.3;0.4;1.5;2.7
01367;Saint-Julien-sur-Reyssouze;4;39;70.5;24.6;4.9;3;18.2;46.5;21.2;11.1
01368;Saint-Julien-sur-Veyle;12;45;70.4;27.8;1.9;5.5;0;23.6;50.9;20
01369;Saint-Just;6;64;70.4;22.2;7.4;0.5;12;7.4;57.3;22.9
01370;Saint-Laurent-sur-Saône;11;114;73.2;23.2;3.7;0;2.3;9.8;33.9;54.1
01371;Saint-Marcel;4;52;81.8;16.9;1.3;4.9;9.8;19.5;24.4;41.5
01372;Saint-Martin-de-Bavel;5;27;76.5;23.5;0;7.4;0;22.2;44.4;25.9
01373;Saint-Martin-du-Frêne;8;83;72.5;17.5;10;0.7;38.2;5.2;52;3.8
01374;Saint-Martin-du-Mont;12;99;77.9;17.1;5;9.3;26.5;25.8;22.5;15.9
01375;Saint-Martin-le-Châtel;2;27;83.3;14.6;2.1;12.8;63.8;0;12.8;10.6
01376;Saint-Maurice-de-Beynost;42;240;71.1;19.5;9.4;0.1;48.8;16.8;26.1;8.2
01378;Saint-Maurice-de-Gourdans;15;144;76.1;20.7;3.2;1.5;5.6;24.4;25.9;42.6
01379;Saint-Maurice-de-Rémens;7;25;80.6;16.7;2.8;64.3;2.4;4.8;4.8;23.8
01380;Saint-Nizier-le-Bouchoux;6;35;77.3;21.3;1.3;7.5;17.5;1.2;21.2;52.5
01381;Saint-Nizier-le-Désert;12;38;75.9;24.1;0;4.7;18.6;32.6;25.6;18.6
01382;Sainte-Olive;2;21;77.8;22.2;0;9.1;27.3;0;54.5;9.1
01383;Saint-Paul-de-Varax;9;67;78.7;15.7;5.5;1.9;16.4;7.7;10.8;63.2
01384;Saint-Rambert-en-Bugey;18;134;75.3;18.3;6.5;0;22.1;7.4;20.6;49.9
01385;Saint-Rémy;4;49;64.2;28.4;7.5;2;14.7;55;23.5;4.8
01386;Saint-Sorlin-en-Bugey;7;51;70.4;21;8.6;0.9;10.1;0.6;67.8;20.6
01387;Saint-Sulpice;2;8;84.6;15.4;0;0;0;50;50;0
01388;Saint-Trivier-de-Courtes;7;77;62.4;27.2;10.4;1.1;25.4;3.8;23;46.8
01389;Saint-Trivier-sur-Moignans;21;130;76;20.1;3.9;1.3;40.5;6.1;15.3;36.8
01390;Saint-Vulbas;13;143;47.5;26;26.5;0.3;53.5;0.4;43.5;2.4
01391;Salavre;1;18;75.9;17.2;6.9;3;89.6;0;4.5;3
01392;Samognat;3;25;81.1;18.9;0;0;0;21.4;50;28.6
01393;Sandrans;5;25;83.3;15.2;1.5;22.2;0;44.4;11.1;22.2
01396;Sault-Brénaz;5;39;73.9;17.4;8.7;0;57.3;0;34.1;8.6
01397;Sauverny;1;30;88.9;5.6;5.6;0;0;2.9;41.2;55.9
01398;Savigneux;15;92;73;22.6;4.3;3.1;19.8;27.3;42.7;7
01399;Ségny;9;77;68.4;24.8;6.8;0.2;4;0.7;88;7
01400;Seillonnaz;1;9;86.7;13.3;0;60;0;0;0;40
01401;Sergy;16;54;84.7;12.5;2.8;0;10.9;10.9;21.8;56.4
01402;Sermoyer;1;17;73.8;26.2;0;12.1;12.1;24.2;18.2;33.3
01403;Serrières-de-Briord;14;62;73.3;23.3;3.3;0;4.5;6.2;59.8;29.5
01404;Serrières-sur-Ain;0;9;90.9;9.1;0;0;0;0;0;100
01405;Servas;6;54;78.4;13.6;8;0;77.1;0;13.3;9.6
01406;Servignat;1;2;90;10;0;0;0;0;0;100
01407;Seyssel;14;66;76;21.9;2.1;0;14.9;1.4;56.8;27
01408;Simandre-sur-Suran;6;33;76.8;21.4;1.8;1.6;79;4;8.1;7.3
01410;Sonthonnax-la-Montagne;3;12;69.2;30.8;0;4.5;36.4;13.6;13.6;31.8
01411;Souclin;1;8;76.5;23.5;0;0;0;25;25;50
01412;Sulignat;2;29;78;18.6;3.4;15.5;20.7;10.3;8.6;44.8
01415;Talissieu;5;24;75;16.7;8.3;0;0;15.1;1.2;83.7
01416;Tenay;6;51;72.1;25;2.9;0;53.3;3.3;7.1;36.3
01418;Thil;15;62;70.8;23.6;5.6;1.6;19.8;2.8;70.2;5.6
01419;Thoiry;48;235;57.5;35.8;6.7;0.3;4.5;2.7;82.2;10.4
01420;Thoissey;11;102;73.4;22.4;4.2;1.8;1.5;1.8;23.9;71
01421;Torcieu;1;32;71.7;20.8;7.5;0.6;84.9;4.8;3.6;6
01422;Tossiat;10;99;70.7;24.1;5.3;0.2;33.4;6.2;55;5.2
01423;Toussieux;13;47;91.5;8.5;0;0;0;20;13.3;66.7
01424;Tramoyes;16;92;80.1;16.9;2.9;0.8;20.5;14.2;44.1;20.5
01425;La Tranclière;3;12;60.6;39.4;0;23.9;0;34.8;10.9;30.4
01426;Val-Revermont;11;146;76.2;17.1;6.7;0.5;47.2;10;11.8;30.5
01427;Trévoux;75;494;67.1;24.4;8.5;0;29.7;6;23.7;40.6
01428;Valeins;1;4;87.5;12.5;0;0;0;66.7;0;33.3
01429;Vandeins;1;23;87.5;10;2.5;0;0;20.6;64.7;14.7
01430;Varambon;5;30;72.2;25;2.8;0;34.2;26.3;21.1;18.4
01431;Vaux-en-Bugey;8;67;77.8;18.9;3.3;0;62.8;6.5;22.1;8.5
01432;Verjon;0;15;70.6;29.4;0;0;0;18.2;54.5;27.3
01433;Vernoux;1;10;76.2;14.3;9.5;1.1;0;0;4.3;94.6
01434;Versailleux;5;22;82.9;17.1;0;0;4.5;31.8;27.3;36.4
01435;Versonnex;12;59;85.1;10.6;4.3;1.1;3.3;6.6;33;56
01436;Vesancy;4;23;80;20;0;7.7;0;0;38.5;53.8
01437;Vescours;1;10;90;10;0;33.3;0;0;0;66.7
01439;Vésines;1;6;76.9;15.4;7.7;57.1;0;0;38.1;4.8
01441;Vieu-d'Izenave;1;45;68.6;21.4;10;14.7;63.6;9.2;7.6;4.9
01443;Villars-les-Dombes;41;305;65.4;27.2;7.5;1.6;1.9;7.4;62.4;26.7
01444;Villebois;10;60;82.3;15.2;2.5;5.6;32.4;1.4;39.4;21.1
01445;Villemotier;1;16;87.7;10.5;1.8;12.5;43.8;0;6.2;37.5
01446;Villeneuve;11;100;80;19.2;0.8;8.9;1.3;35.4;30.4;24.1
01447;Villereversure;4;74;69.8;24;6.2;1.8;24.6;2.7;11.1;59.9
01448;Villes;2;10;70.6;29.4;0;0;0;35.7;21.4;42.9
01449;Villette-sur-Ain;7;42;75.3;24.7;0;2.1;2.1;21.3;51.1;23.4
01450;Villieu-Loyes-Mollon;34;214;77.4;17.5;5.1;0.9;48.2;7.3;24.5;19
01451;Viriat;47;441;56.4;27.9;15.7;0.4;12.1;3.5;40.1;43.8
01452;Virieu-le-Grand;8;73;77.9;17.9;4.2;0;32.8;16;22.1;29
01453;Arvière-en-Valromey;4;42;71.6;26.9;1.5;0;2.4;5.5;3.5;88.6
01454;Virignin;14;60;67.5;28.6;3.9;0.6;15.7;3.6;38;42.2
01456;Vongnes;0;6;73.3;26.7;0;37.5;50;0;0;12.5
01457;Vonnas;26;194;66.5;25.4;8.1;4.2;38.7;9;34.1;14
02001;Abbécourt;6;16;72.4;20.7;6.9;0;0;64.4;26;9.6
02002;Achery;3;26;78.8;21.2;0;0;4.8;9.5;33.3;52.4
02003;Acy;2;35;72.9;22;5.1;5.2;69.4;7.3;1.6;16.6
02004;Agnicourt-et-Séchelles;0;3;81.2;18.8;0;57.1;0;0;0;42.9
02005;Aguilcourt;2;14;76;24;0;87.5;0;0;12.5;0
02006;Aisonville-et-Bernoville;1;14;70.8;29.2;0;6.2;0;62.5;25;6.2
02007;Aizelles;1;5;84.6;15.4;0;0;50;0;0;50
02008;Aizy-Jouy;0;8;76.2;23.8;0;50;0;16.7;0;33.3
02009;Alaincourt;3;15;80.8;19.2;0;0;9.1;0;9.1;81.8
02010;Allemant;1;5;66.7;33.3;0;25;56.2;0;6.2;12.5
02011;Ambleny;3;50;77.6;14.9;7.5;0;6.8;36.1;6.8;50.4
02012;Ambrief;2;3;81.8;18.2;0;100;0;0;0;0
02013;Amifontaine;2;23;63;34.8;2.2;15.7;0;18.6;50;15.7
02014;Amigny-Rouy;3;23;85.7;11.9;2.4;0;0;44.1;14.7;41.2
02015;Ancienville;1;8;90;10;0;0;0;100;0;0
02016;Andelain;0;7;66.7;33.3;0;16.7;0;58.3;0;25
02017;Anguilcourt-le-Sart;1;12;78.6;21.4;0;66.7;0;0;0;33.3
02018;Anizy-le-Grand;14;100;60.1;33.8;6.1;0.7;4.7;40.8;18.2;35.6
02019;Annois;1;10;70;30;0;6.7;0;53.3;26.7;13.3
02020;Any-Martin-Rieux;3;22;80;20;0;21.1;10.5;26.3;0;42.1
02021;Archon;1;5;72.7;27.3;0;75;0;0;0;25
02022;Arcy-Sainte-Restitue;3;16;55.9;41.2;2.9;26.8;0;24.4;7.3;41.5
02023;Armentières-sur-Ourcq;0;4;50;50;0;12.5;0;37.5;37.5;12.5
02024;Arrancy;0;4;50;50;0;20;0;0;0;80
02025;Artemps;2;12;50;50;0;32;4;40;12;12
02027;Assis-sur-Serre;1;7;75;25;0;36.4;18.2;18.2;0;27.3
02028;Athies-sous-Laon;11;89;70.9;20.1;9;1.1;31.8;32.5;24.2;10.4
02029;Attilly;0;6;68.8;31.2;0;28.6;0;0;64.3;7.1
02030;Aubencheul-aux-Bois;2;7;81.2;18.8;0;0;71.4;0;0;28.6
02031;Aubenton;2;32;73.6;22.6;3.8;7.7;3.8;4.8;13.5;70.2
02032;Aubigny-aux-Kaisnes;3;9;62.5;31.2;6.2;24;56;0;0;20
02033;Aubigny-en-Laonnois;1;6;77.8;22.2;0;50;0;0;0;50
02034;Audignicourt;0;2;50;50;0;75;0;0;0;25
02035;Audigny;1;10;73.9;26.1;0;66.7;0;0;0;33.3
02036;Augy;0;1;83.3;16.7;0;0;0;0;0;100
02037;Aulnois-sous-Laon;3;39;64.5;24.2;11.3;1.6;9.8;13;9.3;66.3
02038;Les Autels;0;1;66.7;33.3;0;33.3;0;66.7;0;0
02039;Autremencourt;0;6;63.2;36.8;0;33.3;0;0;46.7;20
02040;Autreppes;0;8;50;50;0;15;0;0;55;30
02041;Autreville;5;38;76.1;21.7;2.2;1.9;1.9;5.6;70.4;20.4
02042;Azy-sur-Marne;1;13;79.2;18.8;2.1;22;0;75.6;0;2.4
02043;Bagneux;0;1;100;0;0;N/A;N/A;N/A;N/A;N/A
02044;Bancigny;1;1;100;0;0;N/A;N/A;N/A;N/A;N/A
02046;Barenton-Bugny;1;12;45.2;38.1;16.7;2.6;7.7;6.4;25.9;57.5
02047;Barenton-Cel;0;4;66.7;33.3;0;50;0;0;0;50
02048;Barenton-sur-Serre;3;4;60;40;0;23.1;0;7.7;61.5;7.7
02049;Barisis-aux-Bois;1;26;74.4;23.1;2.6;0;15.3;0;71.2;13.6
02050;Barzy-en-Thiérache;2;4;82.6;17.4;0;0;0;0;42.9;57.1
02051;Barzy-sur-Marne;0;15;66.7;33.3;0;86;0;0;6;8
02052;Bassoles-Aulers;2;6;71.4;28.6;0;33.3;0;0;0;66.7
02053;Vallées en Champagne;1;25;69.4;30.6;0;63.2;0;21.1;7;8.8
02054;Bazoches-sur-Vesles;1;15;80.6;19.4;0;0;0;33.3;20;46.7
02055;Beaumé;0;2;40;60;0;16.7;0;50;0;33.3
02056;Beaumont-en-Beine;0;4;50;50;0;22.2;0;0;55.6;22.2
02057;Beaurevoir;2;43;58.2;32.9;8.9;3.5;16.8;4.4;26.5;48.7
02058;Beaurieux;5;47;78;16.9;5.1;0;6.8;23.9;14.5;54.7
02059;Beautor;7;84;62.5;26.8;10.7;0;52.2;7.9;28.7;11.2
02060;Beauvois-en-Vermandois;1;8;63.6;31.8;4.5;20.5;0;64.1;10.3;5.1
02061;Becquigny;1;5;83.3;16.7;0;50;0;0;0;50
02062;Belleau;0;7;75;16.7;8.3;6.7;0;0;86.7;6.7
02063;Bellenglise;2;20;80;20;0;33.3;0;0;33.3;33.3
02064;Belleu;13;109;59.2;34;6.8;0;8.3;10.6;41.7;39.4
02065;Bellicourt;4;16;60;34.3;5.7;5.6;29.6;5.6;12;47.2
02066;Benay;0;6;57.1;35.7;7.1;3.3;20;50;13.3;13.3
02067;Bergues-sur-Sambre;1;5;50;50;0;28.6;14.3;35.7;7.1;14.3
02068;Berlancourt;1;4;80;20;0;33.3;0;0;0;66.7
02069;Berlise;0;3;75;25;0;100;0;0;0;0
02070;Bernot;0;13;66.7;33.3;0;13;0;17.4;21.7;47.8
02071;Berny-Rivière;6;33;71.4;26.2;2.4;0;0;35.1;52.6;12.3
02072;Berrieux;1;8;87.5;12.5;0;0;0;50;0;50
02073;Berry-au-Bac;0;20;62.5;25;12.5;0;17.3;0.8;38.3;43.6
02074;Bertaucourt-Epourdon;2;12;81;19;0;0;20;0;0;80
02075;Berthenicourt;1;6;88.9;11.1;0;100;0;0;0;0
02076;Bertricourt;0;9;68.8;31.2;0;11.1;22.2;44.4;0;22.2
02077;Berzy-le-Sec;2;11;80;20;0;0;50;10;20;20
02078;Besmé;0;3;75;25;0;0;0;0;57.1;42.9
02079;Besmont;0;5;78.6;21.4;0;25;0;37.5;0;37.5
02080;Besny-et-Loizy;1;15;68.2;31.8;0;31.2;25;0;25;18.8
02081;Béthancourt-en-Vaux;1;7;57.9;36.8;5.3;0;9.8;0;11.8;78.4
02082;Beugneux;0;3;42.9;57.1;0;80;0;0;0;20
02083;Beuvardes;3;24;74.4;25.6;0;13.5;8.1;5.4;13.5;59.5
02084;Bézu-le-Guéry;3;12;75.7;24.3;0;50;0;16.7;22.2;11.1
02085;Bézu-Saint-Germain;4;39;70.5;21.3;8.2;0.8;22.6;30.1;34.6;12
02086;Bichancourt;4;30;83.3;12.5;4.2;11.1;0;64.4;0;24.4
02087;Bieuxy;0;0;66.7;33.3;0;100;0;0;0;0
02088;Bièvres;0;1;75;25;0;0;0;0;0;100
02089;Billy-sur-Aisne;2;45;69.4;13.9;16.7;34.2;27;0;29.5;9.2
02090;Billy-sur-Ourcq;0;10;68.4;31.6;0;33.3;0;0;58.3;8.3
02091;Blanzy-lès-Fismes;2;3;88.9;11.1;0;0;0;0;100;0
02093;Blérancourt;7;62;74.2;20.4;5.4;0;9;3.6;39.2;48.2
02094;Blesmes;5;32;55.6;39.7;4.8;38.8;0;10.1;48.9;2.2
02095;Bohain-en-Vermandois;12;217;59.1;33.6;7.2;2;14.8;7.1;28.2;47.9
02096;Bois-lès-Pargny;2;9;81.2;18.8;0;0;0;25;25;50
02097;Boncourt;1;10;63.3;36.7;0;26.1;0;34.8;26.1;13
02098;Bonneil;3;15;70.4;29.6;0;69.6;0;8.7;8.7;13
02099;Bonnesvalyn;0;9;83.3;16.7;0;20;0;0;60;20
02100;Bony;0;5;50;50;0;35.3;0;0;58.8;5.9
02101;Bosmont-sur-Serre;1;6;85.7;14.3;0;33.3;0;0;0;66.7
02102;Bouconville-Vauclair;2;11;60;40;0;14.3;0;0;81;4.8
02103;Boué;6;39;66.2;25;8.8;0.3;87.8;1.9;4.5;5.5
02104;Bouffignereux;1;8;92.3;7.7;0;0;0;0;100;0
02105;Bouresches;2;7;80;20;0;42.9;0;0;0;57.1
02106;Bourg-et-Comin;8;36;74.1;24.1;1.9;0;2.5;6.7;19.2;71.7
02107;Bourguignon-sous-Coucy;1;2;66.7;33.3;0;50;0;0;0;50
02108;Bourguignon-sous-Montbavin;0;7;80;20;0;0;0;0;0;100
02109;La Bouteille;2;18;65.7;31.4;2.9;14;0;16;52;18
02110;Braine;9;113;63.2;28.1;8.8;0.3;34.4;3.4;26.8;35.1
02111;Brancourt-en-Laonnois;5;14;56.5;43.5;0;0;22.5;50;2.5;25
02112;Brancourt-le-Grand;4;15;77.4;22.6;0;19;14.3;14.3;0;52.4
02114;Brasles;8;62;63.4;26;10.6;4.8;5.1;11.4;50.2;28.5
02115;Braye-en-Laonnois;0;2;50;50;0;71.4;0;0;0;28.6
02116;Braye-en-Thiérache;1;3;90;10;0;0;0;0;0;100
02117;Bray-Saint-Christophe;1;3;66.7;33.3;0;0;100;0;0;0
02118;Braye;1;0;75;25;0;0;0;0;0;100
02119;Brécy;2;17;71.4;23.8;4.8;3.8;0;0;76.9;19.2
02120;Brenelle;0;9;65;30;5;5.9;47.1;0;44.1;2.9
02121;Breny;3;8;54.5;45.5;0;0;0;0;76.5;23.5
02122;Brie;0;3;60;40;0;50;0;0;0;50
02123;Brissay-Choigny;2;19;73.3;26.7;0;21.4;14.3;7.1;14.3;42.9
02124;Brissy-Hamégicourt;1;16;87.2;12.8;0;0;0;9.1;27.3;63.6
02125;Brumetz;1;9;64.7;35.3;0;8.3;0;0;66.7;25
02126;Brunehamel;1;33;61.2;38.8;0;4.1;8.2;14.3;36.7;36.7
02127;Bruyères-sur-Fère;1;8;71.4;28.6;0;35.7;42.9;0;14.3;7.1
02128;Bruyères-et-Montbérault;10;86;64.9;27.2;7.9;0.8;1.5;31.8;51;14.9
02129;Bruys;0;1;70;30;0;50;0;0;50;0
02130;Bucilly;0;6;80;20;0;0;0;0;12.5;87.5
02131;Bucy-le-Long;7;85;68.6;24.8;6.6;0;54.8;7.5;23.3;14.4
02132;Bucy-lès-Cerny;0;6;83.3;16.7;0;50;0;0;0;50
02133;Bucy-lès-Pierrepont;2;8;81.5;18.5;0;14.3;0;0;14.3;71.4
02134;Buire;2;30;47.9;41.7;10.4;0.4;9.9;12.8;70.2;6.6
02135;Buironfosse;7;41;70.1;22.4;7.5;4.2;8.1;1.4;63.1;23.3
02136;Burelles;0;4;52.9;47.1;0;45.5;0;9.1;27.3;18.2
02137;Bussiares;1;5;75;25;0;50;0;0;25;25
02138;Buzancy;1;8;70;30;0;25;0;0;25;50
02139;Caillouël-Crépigny;2;9;75;21.4;3.6;51.9;0;18.5;11.1;18.5
02140;Camelin;2;15;72;24;4;10.5;0;78.9;0;10.5
02141;La Capelle;6;94;53.3;34.7;12;0;29.3;0.3;23.6;46.8
02142;Castres;1;6;62.5;37.5;0;0;0;66.7;0;33.3
02143;Le Catelet;1;10;38.5;42.3;19.2;0;4.7;0;34.1;61.2
02144;Caulaincourt;0;1;55.6;44.4;0;75;0;12.5;12.5;0
02145;Caumont;3;20;79.3;17.2;3.4;0;0;36;0;64
02146;Celles-lès-Condé;1;5;84.6;15.4;0;0;50;0;0;50
02148;Celles-sur-Aisne;2;8;78.9;21.1;0;10;0;0;70;20
02149;Cerizy;0;6;75;25;0;50;50;0;0;0
02150;Cerny-en-Laonnois;0;2;60;40;0;0;0;0;50;50
02151;Cerny-lès-Bucy;0;6;90;10;0;0;0;0;0;100
02152;Cerseuil;0;3;33.3;66.7;0;33.3;0;33.3;0;33.3
02153;Cessières-Suzy;5;16;76.7;23.3;0;20;0;15;5;60
02154;Chacrise;3;13;52.9;35.3;11.8;2.5;0;67.1;19;11.4
02155;Chaillevois;1;6;75;25;0;0;66.7;0;0;33.3
02156;Chalandry;1;5;90.9;9.1;0;0;0;0;0;100
02157;Chambry;4;60;36.4;45.5;18.2;0.9;19.6;0.7;77.5;1.3
02158;Chamouille;1;11;92.1;3.7;4.2;0.2;0;0;94.5;5.3
02159;Champs;1;7;78.9;21.1;0;16.7;0;33.3;33.3;16.7
02160;Chaourse;1;22;70.7;29.3;0;8.6;0;8.6;54.3;28.6
02162;La Chapelle-sur-Chézy;2;16;63.6;36.4;0;69.2;3.8;11.5;7.7;7.7
02163;Charly-sur-Marne;17;145;64.4;29.1;6.4;18.2;3.4;5.2;29.3;44
02164;Le Charmel;3;12;56.2;43.8;0;40;0;6.7;40;13.3
02165;Charmes;8;70;69.8;24.4;5.8;0;54.5;3;27;15.4
02166;Chartèves;1;7;86.4;13.6;0;25;0;0;0;75
02167;Chassemy;5;25;75;20.8;4.2;0;47.6;0;23.8;28.6
02168;Château-Thierry;115;860;57.8;33.4;8.9;0.1;17.4;3.3;41;38.2
02169;Châtillon-lès-Sons;0;5;92.3;7.7;0;0;0;0;0;100
02170;Châtillon-sur-Oise;1;4;88.9;11.1;0;0;0;0;0;100
02171;Chaudardes;1;2;50;50;0;66.7;0;0;0;33.3
02172;Chaudun;2;14;66.7;29.2;4.2;9.7;41.9;0;29;19.4
02173;Chauny;73;609;56.3;34.5;9.2;0;18.9;3.8;28.3;49
02174;Chavignon;6;33;69.8;22.6;7.5;1.2;0.6;18.7;71.1;8.4
02175;Chavigny;1;0;88.9;11.1;0;0;0;0;0;100
02176;Chavonne;0;2;75;25;0;0;0;0;0;100
02177;Chérêt;0;7;80;20;0;0;0;0;100;0
02178;Chermizy-Ailles;0;6;70;30;0;0;0;66.7;16.7;16.7
02179;Chéry-Chartreuve;0;10;76;24;0;28.6;0;50;0;21.4
02180;Chéry-lès-Pouilly;2;15;71;25.8;3.2;69.8;11.1;1.6;0;17.5
02181;Chéry-lès-Rozoy;0;1;66.7;33.3;0;0;0;0;0;100
02182;Chevennes;0;0;87.5;12.5;0;100;0;0;0;0
02183;Chevregny;0;4;90.9;9.1;0;0;0;0;0;100
02184;Chevresis-Monceau;3;7;50;44.4;5.6;3.5;0;2.4;9.4;84.7
02185;Chézy-en-Orxois;2;11;72.4;27.6;0;44.4;0;0;22.2;33.3
02186;Chézy-sur-Marne;6;72;73.4;23.1;3.5;11;30.5;3.4;17.4;37.7
02187;Chierry;4;33;67.9;12.5;19.6;0;64;0;17.7;18.3
02188;Chigny;1;1;71.4;28.6;0;0;0;0;0;100
02189;Chivres-en-Laonnois;0;16;75;21.4;3.6;0;0;75;0;25
02190;Chivres-Val;4;16;68.2;31.8;0;0;4.3;0;39.1;56.5
02191;Chivy-lès-Étouvelles;1;32;56.4;35.9;7.7;0;5.8;13.6;66;14.6
02192;Chouy;2;19;69.4;30.6;0;66.7;0;5.6;22.2;5.6
02193;Cierges;0;2;83.3;16.7;0;0;0;0;0;100
02194;Cilly;1;4;81.8;18.2;0;33.3;0;0;0;66.7
02195;Ciry-Salsogne;1;45;60;31.7;8.3;0;22.4;56.4;12.7;8.5
02196;Clacy-et-Thierret;0;20;69;27.6;3.4;0;0;4.1;89.8;6.1
02197;Clairfontaine;3;16;78.4;13.5;8.1;4.3;0;47;17.1;31.6
02198;Clamecy;0;5;33.3;66.7;0;11.1;66.7;0;0;22.2
02199;Clastres;1;14;70.8;25;4.2;3.2;1.6;0;4.8;90.3
02200;Clermont-les-Fermes;0;7;52.6;47.4;0;52.9;0;0;41.2;5.9
02201;Coeuvres-et-Valsery;1;20;67.5;25;7.5;2;2;0;20.6;75.5
02203;Coincy;10;61;80.2;19.8;0;20.3;6.8;8.5;32.2;32.2
02204;Coingt;0;1;85.7;14.3;0;75;0;0;0;25
02205;Colligis-Crandelain;0;6;88.9;11.1;0;0;0;0;0;100
02206;Colonfay;0;3;77.8;22.2;0;0;0;50;0;50
02207;Commenchon;2;3;90;10;0;0;0;0;0;100
02208;Concevreux;0;3;57.1;42.9;0;75;0;12.5;0;12.5
02209;Condé-en-Brie;6;44;64.6;27.8;7.6;2.2;1.9;8.3;5.1;82.5
02210;Condé-sur-Aisne;3;8;64.3;28.6;7.1;9.1;0;0;68.2;22.7
02211;Condé-sur-Suippe;3;12;47.6;47.6;4.8;2.2;0;15.6;44.4;37.8
02212;Condren;0;35;61.8;21.8;16.4;0;39.5;0.3;53.4;6.8
02213;Connigis;2;8;60.7;39.3;0;78.6;0;0;0;21.4
02214;Contescourt;0;1;0;100;0;50;0;0;0;50
02215;Corbeny;5;35;69;25.9;5.2;0.6;27.2;0;11.7;60.5
02216;Corcy;1;5;68.8;31.2;0;0;0;0;50;50
02217;Coucy-le-Château-Auffrique;3;52;58.6;31;10.3;2.6;7.9;0.2;31.4;58
02218;Coucy-lès-Eppes;4;26;57.5;35;7.5;2.7;12.3;24.7;49.3;11
02219;Coucy-la-Ville;2;8;40;50;10;11.4;0;0;0;88.6
02220;Coulonges-Cohan;2;23;71.7;28.3;0;42.3;0;3.8;7.7;46.2
02221;Coupru;1;7;81.2;18.8;0;0;0;33.3;66.7;0
02222;Courbes;0;3;87.5;12.5;0;0;0;0;100;0
02223;Courboin;4;10;89.3;10.7;0;20;0;40;0;40
02224;Courcelles-sur-Vesle;0;7;52.6;36.8;10.5;1.3;1.3;1.3;81.8;14.3
02225;Courchamps;0;3;66.7;33.3;0;25;0;0;0;75
02226;Courmelles;9;39;74.2;19.4;6.5;0;7.7;0;83.1;9.3
02227;Courmont;0;3;70;30;0;33.3;0;0;33.3;33.3
02228;Courtemont-Varennes;9;8;55;40;5;1.1;71.3;9.6;11.7;6.4
02229;Courtrizy-et-Fussigny;0;6;100;0;0;N/A;N/A;N/A;N/A;N/A
02230;Couvrelles;1;12;60;26.7;13.3;0;0;33.3;26.7;40
02231;Couvron-et-Aumencourt;3;19;57.7;38.5;3.8;18.4;7.9;18.4;7.9;47.4
02232;Coyolles;1;12;51.6;22.6;25.8;1.9;8.2;0;4.7;85.2
02233;Cramaille;1;4;82.4;11.8;5.9;11.6;0;0;86;2.3
02234;Craonne;0;6;61.5;30.8;7.7;7.7;0;0;11.5;80.8
02235;Craonnelle;0;3;83.3;16.7;0;0;50;0;0;50
02236;Crécy-au-Mont;1;12;67.9;32.1;0;21.1;5.3;15.8;42.1;15.8
02237;Crécy-sur-Serre;3;66;64.3;25.2;10.4;13.3;1.3;1.3;21.5;62.6
02238;Crépy;7;55;68.6;24.4;7;1;4.1;15.5;17.5;61.9
02239;Crézancy;6;48;65.8;28.8;5.5;1.2;46.7;1.9;20.6;29.6
02240;Croix-Fonsomme;1;5;76.5;23.5;0;20;0;0;20;60
02241;La Croix-sur-Ourcq;0;6;64.3;28.6;7.1;3.4;0;75.9;20.7;0
02242;Crouttes-sur-Marne;4;19;69.6;30.4;0;80.3;0;6.6;0;13.1
02243;Crouy;9;116;58.2;30.2;11.6;6.4;8.2;4.2;60.7;20.6
02244;Crupilly;0;4;90;10;0;100;0;0;0;0
02245;Cuffies;5;59;72.4;19.7;7.9;0;35.5;2.1;4;58.4
02246;Cugny;2;17;80;17.1;2.9;8.3;0;54.2;12.5;25
02248;Cuirieux;1;5;80;20;0;100;0;0;0;0
02249;Cuiry-Housse;0;9;68.4;31.6;0;33.3;0;0;58.3;8.3
02250;Cuiry-lès-Chaudardes;0;1;80;20;0;0;100;0;0;0
02251;Cuiry-lès-Iviers;0;2;83.3;16.7;0;0;0;0;0;100
